12,북촌삼계탕,경기도 동두천시 지행동 738-5,031-861-8100,"저희 ""북촌삼계탕""은 음식을 맛깔스럽게 요리해 푸짐한 양과 고급스러운 맛으로 고객님의 미각을 만족시켜 드립니다.정직한 식재료와 바른 조리법으로 맛을 살리려 노력합니다. 항상 신선하고 연구 개발된 식단으로 여러분을 찾아 뵙겠습니다.언제나 내 가족이 먹는다는 생각으로 정직하고 깨끗하게 정성을 다하는 저희 업소를 찾아주십시오.북촌삼계탕의 자부심을 걸고 최고의 만족을 드릴 수 있도록 노력하겠습니다. 감사합니다.",http://cityfood.co.kr/h.php?id=23665,한방능이장뇌삼삼계탕  한방능이장뇌삼닭백숙,10:00~22:00,OFF,OFF,,,"37.8902121,127.0560461",한식,0
13,DCT화덕피자,경기도 성남시 중원구 여수동 249 1층,070-7765-0222,"저희 ""DCT화덕피자""는 음식을 맛깔스럽게 요리해 푸짐한 양과 고급스러운 맛으로 고객님의 미각을 만족시켜 드립니다.정직한 식재료와 바른 조리법으로 맛을 살리려 노력합니다. 항상 신선하고 연구 개발된 식단으로 여러분을 찾아 뵙겠습니다.언제나 내 가족이 먹는다는 생각으로 정직하고 깨끗하게 정성을 다하는 저희 업소를 찾아주십시오.DCT화덕피자의 자부심을 걸고 최고의 만족을 드릴 수 있도록 노력하겠습니다. 감사합니다.",http://koreamz.com/page/page.php?n=29298,화이트머쉬룸피자  고르곤졸라피자,11:30~21:00,OFF,OFF,,,"37.417344, 127.124867",양식,0
14,금성가든,경기도 시흥시 대야동 16-5,031-315-7677,안녕하십니까! 경기도 시흥시에 위치해 있는 금성가든입니다.소중한 분들과의 만남을 저희 금성가든에서 함께 하신다면 친절한 서비스와  저렴한 가격으로 맛있는 요리를 맛 보실수 있고 최고의 만찬을 즐기실 수 있는 곳입니다. 아늑한 실내 분위기와 품격 높은 서비스로 고객 여러분의 품위를 향상시켜 드리는 저희 금성가든에서 편안하고 아름다운 소중한 추억을 만드세요. 최상의 서비스와 최고의 만족으로 보답하겠습니다.감사합니다.,http://cityfood.co.kr/file2/h_0078/38902/,오리백숙  옻오리,10:00~22:00,OFF,OFF,,,"37.459851, 126.783938",한식,0
15,갈미주삼,경기도 안산시 단원구 고잔동 716-2 101-102호,031-405-9281,안녕하세요 저희 갈미주삼은 경기도 안산시에 위치하고 있습니다.저희 갈미주삼은 일반 음식점에서 느낄 수 없는 깊은 맛을 자랑하며 특별한 맛으로 손님여러분을 모시고 있습니다.외지에서도 손님이 많이 찾아 오고 있으며 오시는 분들께 맛있는 먹거리를 제대로 대접해 드리기 위해 노력하고 있습니다.갈미주삼에서 음식의 참맛을 느껴보세요. 최고의 맛으로 모시겠습니다.감사합니다.,http://cityfood.co.kr/file2/h_0077/38163/,키삼구이  갈미부추전,16:00~01:00,OFF,OFF,,,"37.309188, 126.828336",육류,0
16,누리터,경기도 안성시 숭인동 12,031-676-4664,안녕하세요 저희 누리터는 경기도 안성시에 위치하고 있습니다.최고가 되기 위해서 항상 최선을 다하며 찾아주시는 고객님들을 밝은 미소 맞이하여 친절함으로 더가까이 다가가고 있습니다.저렴한가격/ 편안한 분위기/ 누리터만의 깊고 풍부한 맛! 품위 있는 만남 오셔서 직접 느껴보시기 바랍니다.감사합니다.,http://cityfood.co.kr/file2/h_0083/41488/,백숙  닭개장,11:00~20:00,OFF,ON,,,"37.008777, 127.274029",한식,0
17,the군침,경기도 양주시 광사동 670-11,031-848-0128,"안녕하세요. 경기도 양주시 맛집 The군침입니다. 정갈한 맛과 정성스런 상차림, 최고의 서비스로 모시는 The군침, 맛집의 대명사. The군침은 우리의 입맛과 눈길, 마음을 사로잡기에 충분합니다. 가족단위의 모임은 물론 귀한 손님 접대에 어울리는 The군침에 오셔서  맛있는 식사와 즐거운 시간을 가지시길 바랍니다.최고의 맛으로 최상의 서비스를 드리는 The군침이 되겠습니다.",http://cityfood.co.kr/file2/h_0088/43861/,부대찌개  수제돈까스,11:00~22:00,ON,OFF,,,"37.792564, 127.080482",분식,0
18,구이가,경기도 연쳔군 전곡읍 전곡리 457-33,031-835-9253,"안녕하세요 저희 구이가는 경기도 연천군에 위치하고 있습니다.남녀노소, 나이불문 누구나 만족할 수 있는 입안에서 살살 녹는 맛을 일품으로 자랑하는 저희 구이가는 찾아오시는 모든 고객분들 에게 항상 최고의 서비스와 최상의 맛을 선사해 드립니다. 깔끔하고 신선한 느낌의 저희 매장은 손님들께서 깨끗하고 편안한 식사를 하실 수 있도록 최대한의 노력을 기울이고 있으며, 모든 종업원들의 친절서비스는 찾아오시는 모든 분들께 다시 방문하고 싶은 편안함을 선사해 드립니다. 저희 구이가는 어디에서도 맛보실 수 없는 최고의 맛과 더불어 신선한 재료와 정갈한 맛으로 찾아주시는 모든 분들께 인정받고 있습니다.",http://cityfood.co.kr/h.php?id=34029,모듬구이  뚝배기누룽지,11:00~23:00,OFF,OFF,,,"38.028697, 127.067178",한식,0
19,블랑크,경기도 용인시 수지구 신봉동 663-9,031-272-0033,반갑습니다. BLAANK 홈페이지에 방문해 주신 고객 여러분께 진심으로 감사드립니다. 경기도 용인시 수지구에 위치한 저희 BLAANK은 삶의 질을 향상시키며 먹거리 문화를 한단계 업그레이드 시키는데 노력하겠습니다.자연이 주는 순수함 그리고 편안함을 그대로 여러분께 행복한 맛의 이야기를 만들어가겠습니다. 고객 여러분께 친절한 미소를 잃지 않는 저희 BLAANK이 될 것을 약속드립니다.고객님 가정의 평화와 사랑이 넘치길 기원하겠습니다. 감사합니다.,http://cityfood.co.kr/file2/h_0081/40354/,리코타샐러드  샌드위치,10:00~23:00,OFF,OFF,,,"37.332970, 127.049139",디저트,0
20,꽂히다,경기도 의정부시 의정부동 507,031-827-7779,"안녕하세요. 경기도 의정부시에 위치한 꽂히다를 찾아주셔서 감사드립니다.저희 꽂히다는 다양한 메뉴를 제공하는 음식점으로 저희만의 맛을 전해드리고자 노력하고 있습니다. 재료선별 하나에도 정성을 들여 늘 엄선된 식재료만을 사용하여 고객 여러분께서 신뢰할 수 있는 음식이 될 수 있도록 하고 있으며, 또한 어머니의 손 맛과도 같은 정갈한 음식 조리로 행복의 맛을 전해드리고 있습니다.또 저렴한 음식값으로 부담 없이 저희 매장에 오실 수 있도록 배려하고 있습니다. 최고의 맛으로 최상의 서비스를 드리고자 늘 노력하는 꽂히다가 되겠습니다. 감사합니다.",http://cityfood.co.kr/h.php?id=31320,삼겹팽이꼬치  치즈꼬치,18:00~05:00,OFF,OFF,,,"37.738141, 127.041613",한식,0
21,강산해,강원도 강릉시 강동면 정동진리 294-8,033-641-4361,"안녕하십니까 강산해입니다. 동해의 푸른 바다를 품에 안고 일출의 벅찬 감격을 받으셨다면 이제 식사를 하셔야 겠지요?따뜻한 밥과 정갈한 시골 어머님의 밥상이 여러분을 기다립니다. 그날 그날 준비된 밑반찬과 생선, 보글 보글 맛깔나는 된장찌개 드시러 오십시오.편안하게 드시고 잠시 쉬었다가 남은 여행도 즐기시길 바랍니다.저희 강산해는 정성과 성심으로 여러분을 모시겠습니다.",http://cityfood.co.kr/h.php?id=25314,시골밥상  메밀막국수,04:00~20:00,ON,OFF,,,"37.690096, 129.032102",한식,0
22,산촌애,강원도 고성군 간성읍 해상리 950,033-682-0059,안녕하십니까! 강원도 고성군에 위치해 있는 산촌애입니다. 소중한 분들과의 만남을 저희 산촌애에서 함께 하신다면 친절한 서비스와 저렴한 가격으로 맛있는 요리를 맛 보실수 있고 최고의 만찬을 즐기실 수 있는 곳입니다. 아늑한 실내 분위기와 품격 높은 서비스로 고객 여러분의 품위를 향상시켜 드리는 저희 산촌애에서 편안하고 아름다운 소중한 추억을 만드세요. 최상의 서비스와 최고의 만족으로 보답하겠습니다. 감사합니다.,http://cityfood.co.kr/h.php?id=21621,비빔밥  두부전골,09:30~18:00,OFF,OFF,,,"38.386417, 128.408508",한식,0
23,단실한과,강원도 동해시 단봉동 636,033-521-4200,안녕하세요 저희 단실한과은 강원도 동해시에 위치하고 있습니다.최고가 되기 위해서 항상 최선을 다하며 찾아주시는 고객님들을 밝은 미소 맞이하여 친절함으로 더가까이 다가가고 있습니다. 저렴한가격/ 편안한 분위기/ 단실한과만의 깊고 풍부한 맛! 품위 있는 만남 오셔서 직접 느껴보시기 바랍니다. 감사합니다.,http://cityfood.co.kr/h.php?id=25594,유과  산자,08:00~22:00,OFF,OFF,,,"37.474593, 129.115008",한식,0
24,남도불고기,강원도 속초시 노학동 582-7,033-635-7620,"안녕하세요. 강원도 속초시에 위치한 남도불고기입니다.저희 남도불고기는 재료선별 하나에도 정성을 들여 음식을 만들고, 깔끔하고 세련된 실내와 안락한 분위기를 만끽할 수 있어 더욱 특별합니다.저희 남도불고기를 찾아주시는 손님들을 위해 항상 최선을 다해 친절하게 모실것을 약속드립니다.감사합니다.",http://cityfood.co.kr/file2/h_0082/40624/,육냉면  석쇠불고기,09:30~22:00,OFF,OFF,,,"38.189305, 128.553268",한식,0
25,교동짬뽕,강원도 원주시 봉산동 1186-3 1층,033-747-5979,"안녕하세요. 교동짬뽕입니다. 저희 교동짬뽕은 음식을 맛깔스럽게 요리해 푸짐한 양과 고급스러운 맛으로 고객님의 미각을 만족시켜 드립니다. 정직한 식재료와 바른 조리법, 신선하고 연구 개발된 식단으로 여러분을 찾아 뵙겠습니다.언제나 내 가족이 먹는다는 생각으로 정직하고 깨끗하게 정성을 다하는 저희 업소를 찾아주십시오.교동짬뽕의 자부심을 걸고 최고의 만족을 드릴 수 있도록 노력하겠습니다. 감사합니다.",http://cityfood.co.kr/file2/h_0077/38188/,짬뽕  탕수육,10:30~21:00,OFF,OFF,,,"37.343565, 127.964088",중식,0
26,맛고을,강원도 철원군 서면 와수리 1205-8,033-458-5055,"안녕하세요.저희 맛고을은 강원도 철원군에 위치하고 있습니다.최고가 되기 위해서 항상 최선을 다하며 찾아주시는 고객님들을 밝은 미소로 맞이하며 친절함으로 더가까이 다가가고 있습니다. 저렴한 가격과 편안한 분위기, 맛고을만의 깊고 풍부한 맛을 오셔서 직접 느껴보시기 바랍니다.감사합니다.",http://cityfood.co.kr/h.php?id=29050,막창  삼겹살,16:00~02:00,OFF,OFF,,,"38.240173, 127.437847",육류,0
27,BNS카페,강원도 춘천시 후평동 748,033-252-8988,"안녕하세요. 강원도 춘천시에 위치한 BNS카페를 찾아주셔서 감사드립니다.저희 BNS카페는 다양한 메뉴를 제공하는 음식점으로 저희만의 맛을 전해드리고자 노력하고 있습니다.재료선별 하나에도 정성을 들여 늘 엄선된 식재료만을 사용하여 고객 여러분께서 신뢰할 수 있는 음식이 될 수 있도록 하고 있으며, 또한 어머니의 손 맛과도 같은 정갈한 음식 조리로 행복의 맛을 전해드리고 있습니다.최고의 맛으로 최상의 서비스를 드리고자 늘 노력하는 BNS카페가 되겠습니다. 감사합니다.",http://cityfood.co.kr/file2/h_0087/43063/,커피  빙수,10:00~23:00,OFF,OFF,,,"37.888845, 127.751818",디저트,0
28,김삿갓감자탕,강원도 평창군 대화면 대화리 3,033-335-0880,"안녕하세요. ""김삿갓감자탕""입니다.저희 ""김삿갓감자탕""은 음식을 맛깔스럽게 요리해 푸짐한 양과 고급스러운 맛으로 고객님의 미각을 만족시켜 드립니다.정직한 식재료와 바른 조리법으로 맛을 살리려 노력합니다. 항상 신선하고 연구 개발된 식단으로 여러분을 찾아 뵙겠습니다.언제나 내 가족이 먹는다는 생각으로 정직하고 깨끗하게 정성을 다하는 저희 업소를 찾아주십시오.김삿갓감자탕의 자부심을 걸고 최고의 만족을 드릴 수 있도록 노력하겠습니다. 감사합니다.",http://cityfood.co.kr/h.php?id=31549,감자탕  소곱창전골,07:00~23:00,OFF,OFF,,,"37.530865, 128.493356",육류,0
29,노다지숯불갈비,강원도 양양군 양양읍 남문3리 39-1번지,033-671-0351,"안녕하십니까!!! 강원도 양양군에 위치한 노다지숯불갈비입니다. 보다 편안한 분위기에서 좋은 사람들과 즐거운 만남을 계획하고 계신다구요? 고소하고 담백한 맛을 즐길 수 있는 노다지숯불갈비를 찾으시면 만족하실 겁니다. 매일매일 직송되는 신선한 재료만을 사용하여 요리하는데 그 비결이 있으며, 더불어 넉넉한 인심과 친절한 서비스가 더한 양념으로 제공된답니다. 그 맛이 일품으로 이 맛 때문에 오시는 단골손님들도 많으십니다. 좋은 사람들과 어울려 맛있고 넉넉한 식사모임을 계획해 보신다면 노다지숯불갈비를 찾아주세요. 최고의 음식으로 여러분을 모시겠습니다. 감사합니다.",http://cityfood.co.kr/h.php?id=22235,LA갈비  갈비찜,10:00~22:00,OFF,OFF,,,"38.076271, 128.623738",육류,0
30,안심목장,강원도 양구군 양구읍 상리 563-11,033-481-8817,"안녕하세요. 강원도 양구군에 위치한 안심목장입니다.저희 안심목장은 재료선별 하나에도 정성을 들여 음식을 만들고, 깔끔하고 세련된 실내와 안락한 분위기를 만끽할 수 있어 더욱 특별합니다.저희 안심목장을 찾아주시는 손님들을 위해 항상 최선을 다해 친절하게 모실것을 약속드립니다.감사합니다.",http://cityfood.co.kr/h.php?id=32847,갈비탕  쇠고기곰탕,10:00~22:00,OFF,OFF,,,"38.1006452,127.9883752",육류,0
31,귀연당,충청남도 공주시 의당면 월곡리 289-1,041-852-9779,"안녕하세요. 충청남도 공주시에 위치하고 있는 귀연당입니다.저희 귀연당에서는 청정 암반수로 보약을 달이듯 정성들여 가마솥에 전통 방식으로 고아,순수 사골 곰탕으로는 대한민국 최고라고 자부합니다. 몸이 허하거나 보신하셔야 겠다고 생각이 드시면 한번 드셔보시고 평가해 주십시오.오염되지 않은 청정스런 산속에 깨끗한 실내 공간과 아늑하고 편리한 시설로 오시는 분의 편안한 안식처가 되리라 확신합니다. 음식에 대한 정직함과 친절한 서비스로 여러분을 모시겠습니다. 감사합니다. ",http://cityfood.co.kr/file2/h_0078/38640/,곰탕 수육,11:00~20:30,OFF,OFF,,,"36.554885, 127.153310",한식,0
32,장터맛집,충청남도 금산군 추부면 마전리 420-11,041-754-9990,안녕하세요. 충청남도 금산군에 위치한 장터맛집입니다. 음식이 보약이다라는 음식 이념을 추구하는 장터맛집은 고객님의 소중한 가정과 건강을 먼저 생각합니다.항상 초심을 잃지 않고 신선하고 깨끗한 재료를 사용할 것을 고객 여러분께 약속 드립니다.저희 장터맛집을 찾아 주시는 모든 고객분들께 정성을 다하겠습니다.늘 아껴주시고 성원하여 주셔서 감사합니다.,http://cityfood.co.kr/h.php?id=32105,떡볶이 순대 오뎅,08:00~21:00,OFF,OFF,,,"36.190358, 127.469179",분식,0
33,매코미,충청남도 논산시 내동 272 제일아파트상가 108동 104호,041-734-8292,"안녕하세요. 충청남도 논산시 맛집 매코미입니다.정갈한 맛과 정성스런 상차림, 최고의 서비스로 모시는 매코미, 맛집의 대명사. 매코미는 우리의 입맛과 눈길, 마음을 사로잡기에 충분합니다. 가족단위의 모임은 물론 귀한 손님 접대에 어울리는 매코미에 오셔서 맛있는 식사와 즐거운 시간을 가지시길 바랍니다.최고의 맛으로 최상의 서비스를 드리는 매코미가 되겠습니다. 감사합니다.",http://cityfood.co.kr/h.php?id=34856,오돌뼈  무뼈,17:30~04:00,OFF,ON,,,"36.190726, 127.096844",치킨,0
34,궁중수라상,충청남도 보령시 동대동 1044,041-932-0708,"저희 궁중수라상은 정성과 마음을 다하여 최고의 음식을 만들고자 노력하고 있으며 20년 음식업을 하면서 맛도 중요하지만 우리 몸에도 조은 음식을 만들고자 여러종류의 장아찌와 효소등을 직접담아 음식에 응용하고 있습니다.밥 또한 남성에게 여성에게 각자 좋은 약재물을 다려 남자밥과 여자밥을 따로 지어내고 있습니다.또한 간장게자은 충남도에서 인증하는 로컬푸드 미더유인증을 받았으며 TJB생방송투데이,SBS고향이보인다 등 방송과 책에도 많은 소개가 되고있습니다.",http://cityfood.co.kr/h.php?id=27481,약초밥  수라상코스,09:30~21:30,OFF,OFF,,,"36.351549, 126.606669",한식,0
35,끼니와새참,충청남도 서산시 동문동 237-2,041-681-4788,안녕하십니까! 충청남도 서산시에 위치해 있는 끼니와새참입니다.소중한 분들과의 만남을 저희 끼니와새참에서 함께 하신다면 친절한 서비스와 저렴한 가격으로 맛있는 요리를 맛 보실수 있고 최고의 만찬을 즐기실 수 있는 곳입니다. 아늑한 실내 분위기와 품격 높은 서비스로 고객 여러분의 품위를 향상시켜 드리는 저희 끼니와새참에서 편안하고 아름다운 소중한 추억을 만드세요. 최상의 서비스와 최고의 만족으로 보답하겠습니다.감사합니다.,http://cityfood.co.kr/file2/h_0084/41619/,만두  찐빵,10:00~22:00,OFF,OFF,,,"36.777513, 126.462935",분식,0
36,광시곱마담,충청남도 아산시 탕정면 명암리 925-7,041-548-9229,"안녕하십니까? 충청남도 아산시에 위치한 광시곱마담입니다. 저희 광시곱마담은 서비스와 손맛이 살아있는, 한번쯤은 가보고 싶은 식당입니다. 한번 방문하신 고객들께선 반드시 또 한번은 찾아주십니다.오시는 고객 여러분께 보답하고자 늘 최선을 다하는 서비스를 제공하고 있으며, 맛의 진수를 저희 광시곱마담에서 느끼실 수 있도록 항상 노력하고 있습니다. 찾아주시는 고객 분들 건강하시고 모든 일에 행운이 함께 하시길 기원합니다. 감사합니다",http://cityfood.co.kr/h.php?id=30687,곱창전골  곱창라면,13:00~01:00,OFF,OFF,,,"38.1006452,127.9883752",육류,0
37,도랑골손맛,충청남도 예산군 고덕면 상장리 434-4,041-337-8636,"안녕하세요. 충청남도 예산군 맛집 도랑골손맛입니다.정갈한 맛과 정성스런 상차림, 최고의 서비스로 모시는 도랑골손맛, 맛집의 대명사. 도랑골손맛은 우리의 입맛과 눈길, 마음을 사로잡기에 충분합니다. 가족단위의 모임은 물론 귀한 손님 접대에 어울리는 도랑골손맛에 오셔서 맛있는 식사와 즐거운 시간을 가지시길 바랍니다.최고의 맛으로 최상의 서비스를 드리는 도랑골손맛이 되겠습니다. 감사합니다.",http://cityfood.co.kr/h.php?id=26725,낙지버섯전골 삼겹살수육,11:00~18:00,ON,OFF,,,"36.758865, 126.718221",한식,0
38,고기랜드,충청남도 천안시 서북구 불당동 1172번지,041-556-3445,안녕하세요. 고기랜드입니다.저희 고기랜드는 고기를 맛깔스럽게 요리해 푸짐한 양과 고급스러운 맛으로 고객님의 미각을 만족시켜 드립니다. 정직한 식재료와 바른 조리법으로 고기의 맛을 살리려 노력합니다. 항상 신선하고 연구 개발된 식단으로 여러분을 찾아 뵙겠습니다.언제나 내 가족이 먹는다는 생각으로 정직하고 깨끗하게 정성을 다하는 저희 업소를 찾아주십시오.고기랜드의 자부심을 걸고 최고의 만족을 드릴 수 있도록 노력하겠습니다. 감사합니다.,http://cityfood.co.kr/h9/gogirand,무한리필,06:00~23:00,OFF,OFF,,,"36.802467, 127.109151",육류,0
39,등대수산,충청남도 태안군 소원면 의항리 978-90,041-672-7833,반갑습니다. 등대수산 홈페이지에 방문해 주신 고객 여러분께 진심으로 감사드립니다.충청남도 태안군에 위치한 저희 등대수산은 삶의 질을 향상시키며 먹거리 문화를 한단계 업그레이드 시키는데 노력하겠습니다.자연이 주는 순수함 그리고 편안함을 그대로 여러분께 행복한 맛의 이야기를 만들어가겠습니다. 고객 여러분께 친절한 미소를 잃지 않는 저희 등대수산이 될 것을 약속드립니다.고객 여러분께 친절한 미소를 잃지 않는 저희 등대수산이 될 것을 약속드립니다.고객님 가정의 평화와 사랑이 넘치길 기원하겠습니다. 감사합니다.,http://cityfood.co.kr/h.php?id=32536,광어  우럭  회덮밥,08:00~22:00,OFF,OFF,,,"36.803949, 126.147250",일식,0
40,내당한우,충청남도 홍성군 홍성읍 오관리 393-2번지,041-632-0156,안녕하세요 저희 내당한우는 충청남도 홍성군에 위치하고 있습니다.저희 내당한우는 일반 음식점에서 느낄 수 없는 깊은 맛을 자랑하며 특별한 맛으로 손님여러분을 모시고 있습니다.외지에서도 손님이 많이 찾아 오고 있으며 오시는 분들께 맛있는 먹거리를 제대로 대접해 드리기 위해 노력하고 있습니다.내당한우에서 음식의 참맛을 느껴보세요.최고의 맛으로 모시겠습니다. 감사합니다.,http://cityfood.co.kr/h.php?id=22962,치맛살  부채살,10:00~22:00,OFF,OFF,,,"36.600303, 126.663735",육류,0
